CustomerID,Name,Age,Gender,Country,SignupDate,LastLogin,TotalPurchase,PreferredDevice,Email
d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,Daniel Mullins,76.0,Unknown,India,2022-02-26,2023-12-25,8660.21,Unknown,millerholly@smith.biz
baf3897a-3e70-416a-9548-5822de1b372a,Timothy Bean,76.0,Unknown,India,2021-11-29,2025-01-20,1001.61,Desktop,kimberlyadams@riley.com
101fbccc-ded7-43e8-b421-eaeb534097ca,Daniel Parks,49.0,Unknown,USA,2020-09-08,2023-05-30,1145.06,mobile,adammclean@wood-wilson.info
38c1962e-9148-424f-aac1-c14f30e9c5cc,Kathleen Garrett,66.0,Unknown,Germany,,2024-06-19,872.04,Mobile,ibush@hotmail.com
247a8333-f7b0-47d2-8da8-056c3d15eef7,Kathleen Davis,60.0,Unknown,Canada,2020-07-30,2025-02-01,3381.94,mobile,greenbrenda@martin.com
1759edc3-72ae-4244-8b01-63c1cd9d2b7d,Nicole Clark,30.0,Female,USA,2023-02-22,2024-11-20,5371.6,Desktop,suzanne11@hutchinson.com
7d41e602-eece-428b-bf7b-118e820865d6,James Ward,59.0,Female,Unknown,2023-07-25,2024-11-13,3091.98,desktop,vwells@castro.info
4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,Dean Grant,38.0,Unknown,India,2023-11-15,2025-05-11,480.54,mobile,kthomas@browning.com
3405095c-8a50-46c1-ac18-8efbd080e66e,,37.0,Unknown,UK,2023-09-08,2024-08-04,6939.6,Unknown,brian08@hotmail.com
8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,Justin Morris,29.0,Female,USA,2020-08-11,2025-03-03,676.59,Mobile,joshua70@anderson.com
1775336d-71ea-4d05-89a3-e80e966e1277,Michael Ross,49.0,Female,USA,2021-02-15,2024-09-10,7377.67,Mobile,jimmyholt@gmail.com
5129fb7c-6288-41a5-8c45-782198a6416d,Tonya Williams,49.0,Female,Unknown,2023-06-13,2023-06-13,5089.81,Desktop,walkerjennifer@yahoo.com
2f120554-4a53-48cc-bdfa-bc08935ddd72,Cynthia Warren,74.0,Unknown,India,2020-11-09,2023-05-19,7804.75,desktop,lauren06@lambert.com
0870e15c-2fcd-41b5-924b-ace4307bf326,Lori Dawson,49.0,Female,Unknown,2020-06-12,2023-08-28,3689.87,Unknown,nicole31@johnson.com
2648ee38-e074-45eb-a156-63abc1f254b8,James Golden,41.0,Female,India,2020-08-30,2023-06-26,3404.11,Unknown,ggriffin@bonilla-cowan.info
148b2758-d7ab-4928-89e4-69e6ec62b2c8,Kristin Simon,76.0,Female,Canada,2023-01-22,2024-06-13,8251.95,Unknown,bjones@hotmail.com
d450fe4a-ec4f-417b-b306-d1a8e5eeac76,Frederick Sanchez,46.0,Unknown,India,2020-09-27,2023-06-13,2267.67,Mobile,btate@nelson.com
d67e55fd-642b-4a42-aef9-c00b8a64c1b9,Kendra Curtis,70.0,Female,Unknown,2020-06-30,2024-01-30,1928.84,Mobile,whitneyhill@hotmail.com
37176e84-d977-4993-bc49-d76fcfc6e625,Laura Harris,76.0,Unknown,Canada,2023-12-09,2024-08-19,6066.79,Unknown,jennifer85@gmail.com
d3447490-96fd-45d0-adf2-0806e5214606,Jason Meyers,45.0,Female,Germany,2020-08-03,2024-08-07,343.48,desktop,carolynpark@turner.net
46743741-9466-4472-ab5f-5241f323ca74,,37.0,Female,USA,2020-07-16,2023-09-27,45.64,Desktop,stacey52@turner.com
a425799a-a905-4750-be1e-a9c573581a81,Megan Perry,23.0,Unknown,Unknown,2021-03-06,2024-11-28,681.26,Unknown,vperez@yahoo.com
fb82860d-eabc-48d0-b341-facdff0ac0f1,Michael Barnes,64.0,Unknown,USA,2021-12-31,2024-06-21,9707.4,Unknown,lanelauren@yahoo.com
5306f3f5-1516-4570-9b7c-709acb175a5a,Henry Short,58.0,Unknown,Unknown,2022-06-07,2024-08-21,1459.51,Unknown,jamesbrown@yahoo.com
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,Mrs. Natalie Moreno,60.0,Male,USA,2023-07-20,2025-02-22,6537.65,mobile,laura59@yahoo.com
30bcab0e-d857-4102-95d4-4936a1515607,Linda Allison,31.0,Unknown,India,2020-12-24,2025-02-18,9758.17,Desktop,deborahellis@gmail.com
4562be7f-bb42-40b2-8426-465e3e37952d,,46.0,Male,Canada,2020-06-21,2023-11-24,8511.1,Unknown,garrettkelly@gregory.com
5f3f5638-3870-4a14-b490-b6081dfc8352,Angelica Smith,60.0,Unknown,Unknown,2022-12-28,2025-05-15,5094.31,desktop,warnerlindsey@hotmail.com
6d16ee18-5521-46dd-aba4-b180cb69ca38,John Miles,22.0,Female,Unknown,2021-04-27,2024-11-12,4387.49,Mobile,snguyen@gmail.com
c87a7463-19c1-4a0d-8feb-d845d0dfae43,Thomas Stone,76.0,Male,USA,2021-08-06,2023-11-16,8231.1,Mobile,melissafox@pope.info
38018b47-b29a-4b06-9af6-6c5f2577bffa,Patricia Burke,36.0,Unknown,India,2021-01-07,2024-12-25,3588.3,Mobile,mpoole@gmail.com
a25b59fd-92e8-4269-912e-cbc40b9475b1,Haley Porter,68.0,Male,USA,2023-06-22,2024-11-07,3655.53,Desktop,mcdanielbrett@yahoo.com
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,Steven Brown,65.0,Unknown,USA,2022-11-05,2024-05-20,9526.49,Unknown,sean90@thompson.net
d480865f-9b38-4e80-b042-e325a28f5ab0,Jennifer Rodriguez,63.0,Female,Germany,2023-05-17,2024-04-17,3028.49,desktop,john55@gmail.com
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,Joseph Hunter,18.0,Unknown,UK,2020-08-15,2024-11-03,6710.16,Unknown,dwilliams@garrett.com
1db53334-fb03-43a1-9576-d4155ec17dbe,,71.0,Female,USA,2021-09-14,2023-12-15,5404.99,mobile,khenderson@hotmail.com
b7d6467b-2f5a-422a-b87f-43fdf6062541,Kristin Lee,42.0,Male,India,2024-02-21,2023-09-01,6695.14,mobile,
ba26d851-35e8-479a-baaf-0e891fb797fa,Kristi Brown,47.0,Male,India,2020-12-27,2024-06-21,2135.86,desktop,fchen@washington.info
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,Cynthia Ryan,33.0,Female,USA,2022-05-12,2025-05-09,2229.94,Mobile,bcook@hotmail.com
9edfa3da-6cf5-4b15-8b53-031d05d51433,Erin Perez,39.0,Female,India,2020-07-23,2023-07-15,8385.95,mobile,katrina56@wong.com
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,Mr. Anthony Wong MD,68.0,Unknown,Germany,2023-09-05,2023-10-26,6638.27,Mobile,wwilson@lewis.com
4d125e7f-a59c-4c98-926c-bc8f38884479,Matthew Reed,39.0,Male,UK,2021-04-21,2024-11-05,8594.55,Unknown,danielle32@cox.net
0fa07a3f-2e29-4065-afa2-31e959acdd98,William Bennett,49.0,Female,Unknown,2021-10-22,2024-08-14,8178.64,Unknown,tracygolden@olson-dominguez.com
98b33c6e-0a14-490a-b795-e98680ee526e,Paul Pierce,33.0,Unknown,Germany,2022-05-23,2024-04-10,7436.03,Desktop,spencermichelle@hotmail.com
642aad48-fcfc-4a81-b306-d70019d5f970,Mark Lopez,55.0,Male,India,2022-03-28,,7083.05,desktop,gordonjermaine@hotmail.com
e786ab37-5bca-47be-8298-17c53308fb2e,Jillian Richardson,49.0,Male,Canada,2021-02-22,2024-10-06,6922.15,desktop,richard98@gmail.com
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,Peter Gould,56.0,Unknown,UK,2021-01-06,2025-04-12,7132.05,Desktop,humphreydennis@lee.com
b29c467d-2b5f-4932-91dc-59efeb21a3f6,,19.0,Male,UK,2022-03-23,2024-08-23,9909.74,desktop,williamcollins@jordan-barr.com
c470f0e7-f76f-4fb8-b412-fc12ac322c12,Megan Barnes,55.0,Male,Germany,2020-10-02,2024-11-16,4886.17,mobile,joshuawilson@kaufman-olson.com
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,Danielle Cook,32.0,Female,India,2021-07-24,2024-10-02,8898.1,Unknown,chad33@gmail.com
878b9f6b-57a1-4b71-a975-d279d86dbf11,Cole Ramsey,49.0,Unknown,India,2021-04-07,2023-11-30,4684.33,mobile,goodmandaniel@hotmail.com
ebe21368-98c7-4205-9e01-a934402d0baf,Catherine Hopkins,75.0,Unknown,Germany,2024-03-19,2024-09-30,426.85,Desktop,perezlaura@gmail.com
0361524c-2cc0-4859-aa65-24ab713b7e05,Jeffrey Wagner,30.0,Unknown,Unknown,2023-11-28,2024-08-21,7666.38,Desktop,guerrajeremy@erickson.info
e66cd36e-68ef-4f5f-ae68-690a78bc7175,Joshua Sharp,49.0,Unknown,Unknown,2021-02-16,2023-09-26,7654.19,Mobile,smithwendy@acosta.net
eae2025e-8233-4e23-9ff3-334b91b15f5d,Jacob Baker,26.0,Male,Germany,2022-12-29,2023-10-07,7167.82,mobile,jeffreygalvan@hotmail.com
637e0edc-5b6e-4ae7-a620-81434fbaecc0,Holly Campbell,80.0,Male,USA,2023-04-20,2025-04-16,5910.78,mobile,hhawkins@hotmail.com
27460f22-403d-4f83-a859-890cd670f668,Randy Torres,63.0,Unknown,Canada,2022-12-02,2024-06-23,7782.2,Mobile,grantandrew@clark.org
753c7c99-032f-46ca-b0d9-c2aa8f837ef7,Yolanda Rich,38.0,Unknown,Unknown,2022-03-19,2025-02-07,5950.44,Mobile,
bd30291a-55fe-408e-943e-2e04bdd7d19b,Christopher Grimes,29.0,Female,Unknown,2020-10-02,2024-08-10,9067.54,mobile,
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,Cynthia Shaw,29.0,Unknown,Germany,2023-03-10,2023-12-23,794.26,Desktop,karen68@hernandez-bennett.org
7b59051b-f400-48d7-831d-5a973d792fa1,Alejandro Schmidt,49.0,Unknown,India,2023-07-17,2023-11-18,4562.99,Unknown,tammyparker@bell.com
ac642b4c-49b2-4ded-9c31-d9b25a2b745b,Emily Morris,42.0,Unknown,India,2020-06-19,2025-04-20,683.2,Unknown,qmoore@gmail.com
e456697c-f268-4baa-971c-702d5bf49c04,Mikayla Owens,26.0,Male,Germany,2022-01-21,2023-10-13,8874.27,Unknown,jlivingston@hotmail.com
21e15094-9efe-4464-9a90-f534a23d4c9d,Teresa Kelley DDS,65.0,Unknown,UK,2021-10-19,2024-07-27,1371.05,Mobile,daniel65@miles-reed.info
bf9cc545-6355-48f7-8f6f-a985b732d46f,,38.0,Unknown,USA,2023-03-10,2024-12-31,581.38,Unknown,franciscokhan@miller.info
14aa451c-a69c-4b85-9432-f8db6a174c1c,Kelsey Freeman,27.0,Male,Canada,2021-05-08,2025-01-03,3518.45,Desktop,russojessica@gmail.com
b2d650af-313b-42b7-9836-31890063e42f,Colin Bryan,61.0,Unknown,Unknown,2021-05-03,2025-04-21,9071.67,mobile,ejohnson@chavez-gibson.com
391cf046-3d4a-4d51-a8fa-fd04559b5975,Margaret Stevens,73.0,Unknown,India,2022-11-20,2024-04-08,1572.58,Unknown,hedwards@wright.com
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,Anthony Lucas,55.0,Unknown,UK,2022-09-12,2025-03-17,3728.75,Desktop,jessicawalker@singh.info
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,Mitchell Lee,69.0,Male,Germany,2020-08-06,2023-09-30,454.05,Desktop,isnow@contreras.biz
df26f517-66fa-4989-8813-5d586a1689ad,Carolyn Martin,46.0,Unknown,Unknown,2022-05-31,2024-05-07,269.98,Unknown,alexanderkaitlyn@hotmail.com
c5adf681-6b10-453a-9145-de05b3ab1b2c,Lisa Johnson,32.0,Female,Unknown,2023-11-15,2025-03-04,3699.41,desktop,gardnerjohn@hotmail.com
2a69acc7-0bf9-40ef-b581-6b74a985ab61,Michael Bridges,18.0,Female,USA,2021-11-21,2024-03-12,5708.88,mobile,carlos05@romero.biz
e28bc9ff-870f-484c-b244-f536285e25b4,Latoya Jones,54.0,Female,India,2022-11-03,2023-09-08,4721.73,Unknown,garmstrong@cummings.net
9a9e4310-8fb8-4bab-a875-4cd37cbd7025,Rodney Barrett,37.0,Female,UK,2021-04-20,2023-05-27,5164.13,Desktop,leonardestes@cooper.biz
d675ebf7-4fe3-4c9a-9371-0f577e9cf84f,,63.0,Male,USA,2020-11-11,2023-12-28,5449.14,Desktop,jamesbruce@fisher.biz
d29dc5df-cf1d-4110-8cc3-6d8c77863fe5,Lynn Chavez,65.0,Unknown,Unknown,2020-10-11,2024-07-07,4127.3,Unknown,slyons@kelly-hardy.org
6a46721a-cffa-4cdd-b963-a7efe00111e5,Karen Holden,43.0,Unknown,India,2023-09-25,2024-12-24,339.87,desktop,hawkinstammy@yahoo.com
f689a4a5-ffda-4336-8c6e-90373020da5c,Mason Diaz,60.0,Female,India,2023-05-17,2023-09-30,1779.16,Mobile,katie45@gmail.com
d663049d-155e-48b1-ba83-ada4a2121ac5,Keith Bryant,35.0,Unknown,India,2022-04-29,2025-01-21,5355.87,Desktop,rcraig@spencer.biz
6ae04d52-adb3-48cb-b315-8c0c66dd7794,Darrell Taylor,76.0,Unknown,India,2021-07-05,2023-11-06,5365.13,desktop,cassiegutierrez@yahoo.com
03a89879-36a9-4d74-80de-59f550f0fc2b,Danielle Schaefer,43.0,Unknown,UK,2020-08-05,2024-03-26,5675.67,desktop,charles51@flores.net
faf1501b-009a-415b-8137-8be5b7a28e0a,Heather Miles MD,49.0,Unknown,USA,2021-03-02,2024-02-01,2447.32,desktop,brownashley@flowers.com
9cb017c1-8741-4e91-acfe-bb4bd29e8693,Ashley Wilson,41.0,Female,Unknown,2023-04-13,,2625.44,Unknown,johnzavala@yahoo.com
9bbd750d-1e70-4c52-b0c1-fb6a19086515,Melissa Alvarado,76.0,Female,Canada,2022-02-13,2025-03-06,8890.6,Unknown,omatthews@yahoo.com
4d6b234f-dfa7-46ed-b2d1-f81ba636425c,Dr. Brittany Martin,19.0,Unknown,India,2023-07-17,2023-06-21,816.0,Mobile,fsandoval@hotmail.com
2ea60b99-fa7f-48bf-b044-284a47acf2f6,Ruth Henry,74.0,Unknown,Canada,2023-09-04,2024-10-20,370.87,desktop,pbrewer@yahoo.com
ec3aa314-da9b-4017-b9c1-47c719a5711b,David Gibson,24.0,Unknown,India,2024-03-02,2024-06-19,5027.93,Desktop,sonyamckee@johnston.org
0597aab6-14d3-4dbc-a0ac-f4c9658de17e,Karen Mayo,52.0,Unknown,UK,2020-05-29,2024-11-06,6536.59,desktop,craigstephen@fernandez.com
ccc14d51-73f6-40d8-a9f4-1cc04653a560,Dennis Thompson,19.0,Unknown,UK,2024-03-21,2024-12-08,67.73,Unknown,deborahbuchanan@hotmail.com
41a93f90-dc82-4527-9da3-b7e2cad6e514,,24.0,Unknown,India,2022-05-15,2023-06-03,5177.85,Desktop,vfreeman@gmail.com
d138d150-8557-416a-a750-2a812227d96d,,26.0,Female,Unknown,2023-10-20,2024-07-24,7160.08,Desktop,lisa13@warren.org
1d77ce40-58d8-4776-a51a-d4f3a699bae0,Anthony Harris,61.0,Male,India,2023-09-29,2023-06-24,4552.65,desktop,caseyjasmine@morales-cooper.com
d9ead926-4745-4d9e-a789-6389df3277fd,Heidi Mendez,48.0,Female,India,2022-01-05,2024-07-15,8498.19,Mobile,sbrown@gmail.com
50910bdc-8ef0-46d4-8279-b14dae55cdff,Derrick Brown,56.0,Female,India,2022-11-04,2023-08-03,9860.14,desktop,parsonsrebecca@gmail.com
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Wayne Brown,41.0,Unknown,India,2023-10-17,2024-06-17,6584.28,desktop,jeffrey63@taylor.com
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,Nicole Moore,53.0,Female,India,2020-06-12,2025-05-15,43.49,mobile,ehayes@hotmail.com
a4e695c9-b65d-4226-be96-9cf3a7c5cb87,Emily Miller,33.0,Female,USA,2022-08-30,2024-01-31,2459.2,mobile,burgessmia@duran.com
6f790959-a3e0-4b3b-b56b-0715e7180322,Charles Pierce,54.0,Unknown,UK,2024-02-27,2024-08-07,8968.5,mobile,meyersrichard@yahoo.com
2da44da1-89b5-4368-9f14-c6125f58d5b5,Daniel Atkins,49.0,Unknown,Unknown,2020-08-19,2024-09-08,9419.33,Desktop,deborahcarey@hotmail.com
4a814d53-964d-4b77-a025-f0ae35354579,Mrs. Sandra Obrien,76.0,Female,Germany,2023-08-29,2024-03-11,7720.24,mobile,kennethjackson@juarez.org
4578bab3-26a9-4465-a371-ea2c0247145f,Jacob Cordova,68.0,Female,Germany,2024-04-25,2025-02-09,3109.77,mobile,careyjacqueline@wade.org
5e00ea6d-ca24-4e4d-9667-2017555a4085,William Sandoval,18.0,Unknown,UK,2023-09-29,2023-12-31,8820.14,Unknown,tmendez@williams-haas.com
c787ddfb-5697-417c-97fd-3736b7ef941c,Tony Bowers,57.0,Female,UK,2022-07-12,2024-07-13,3531.38,Unknown,onealmatthew@cox.org
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,Casey Payne,80.0,Male,Germany,2022-01-03,2024-12-08,3987.71,Desktop,tyler82@yahoo.com
955d0e77-fb5e-4866-a640-211e29f2c3c7,John Rodgers,36.0,Unknown,India,2023-02-03,2025-05-10,1304.11,Desktop,louis54@brooks-white.com
fd42f697-6511-4656-9c64-60364a1eb1b7,Paul Gentry,21.0,Male,Unknown,2023-12-05,2024-01-10,9106.56,Mobile,jaredruiz@yahoo.com
1d69d9fc-4b1c-48bd-a130-260c8c69778f,Kimberly Thompson,58.0,Female,USA,,2025-04-26,1669.5,desktop,leslie29@hotmail.com
ef0a81ed-3d5d-40bc-bb03-78eb7a62722e,Zachary Jones,24.0,Unknown,India,2020-12-27,2024-10-30,9199.75,desktop,shannon28@gutierrez.biz
db66bfda-2df9-4747-8ed1-35530c5a876f,Nicole Knox,25.0,Unknown,Canada,2021-11-15,2024-01-05,5617.02,mobile,jlopez@hotmail.com
4c9a0ae1-5419-4efc-95e7-3e3f673617d9,Mrs. Jocelyn Collins,57.0,Female,Canada,2022-02-22,2024-01-14,728.49,desktop,smithdavid@hotmail.com
8f928dc5-1972-4ce3-9bd0-94486a2b3200,George Anderson,55.0,Male,Germany,2022-12-20,2024-02-24,661.95,Unknown,jonesrandall@davis.biz
cff4c56b-f9ea-4c64-8c41-7e7cd741d609,William Campbell,46.0,Female,UK,2024-03-31,2024-01-29,730.4,desktop,vanessa75@guerrero.com
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,Alexander Harmon,73.0,Male,India,2021-09-10,2024-09-13,6390.97,Mobile,kennethwilliams@gmail.com
09aedbd0-6d31-4b4a-bf6b-8793b318ad4c,Sara Coleman,44.0,Female,Canada,2023-06-16,2024-05-25,729.58,Desktop,chaneykelly@yahoo.com
afe6790a-bc18-440b-95c7-ed9d4d4985dc,Mark Clark,80.0,Female,USA,2021-08-06,2024-11-16,920.29,mobile,sscott@yahoo.com
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,Scott Hart,54.0,Unknown,Canada,2021-04-24,2024-07-27,8885.43,Unknown,
ce5dc807-6025-4199-9082-3edaa0722aa0,Melissa Johnson,20.0,Female,India,2022-02-26,2025-02-26,142.9,Unknown,zhancock@burns.com
16408169-a38d-4afc-bdd2-ed7af97ccc57,Kimberly Turner,76.0,Male,Unknown,2021-10-07,2023-10-11,3149.63,Mobile,schavez@hotmail.com
32b2c492-15ac-47a1-8eca-2ee310da8a95,Sandra Marquez,44.0,Male,UK,2022-03-28,2024-09-08,9023.32,mobile,awagner@owens.com
62830869-0fa7-4e05-b897-4df5bff773ce,Brent Berry,72.0,Unknown,Germany,2024-01-03,2024-01-03,2493.4,Unknown,michelle17@yahoo.com
8e751eb7-64d0-4913-991b-8adf0202861c,Stephen White,58.0,Unknown,India,2023-02-27,2024-11-21,8466.82,Unknown,vpowell@hotmail.com
eb8f2056-72d3-4c5d-8a31-b24384dd6da6,Brian Wallace,69.0,Unknown,Unknown,2023-07-23,2025-02-12,2113.41,Mobile,
b6e355f6-95bb-440d-89cd-4af97d161f29,Jessica Brown,51.0,Male,India,2022-01-12,2023-10-19,966.3,mobile,kelly06@gmail.com
156af458-6c4c-4935-b79d-eda1ade6c5e9,Jason Gonzalez,30.0,Male,UK,2020-12-27,2024-04-11,5057.11,Desktop,robertomccoy@jones.com
ffc573d5-fd0b-470e-b85a-f4635e4af862,Dr. Paul Oneal,35.0,Unknown,Canada,2022-10-07,2023-10-23,1582.7,desktop,wwallace@yahoo.com
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,Greg Sanchez,42.0,Unknown,USA,2022-04-09,2024-05-16,417.71,Unknown,joe38@wilkins.com
1d7173e5-5bc7-4deb-b123-4efe6e648043,Shannon Kelly,49.0,Female,Canada,2021-09-11,2023-11-02,5881.87,mobile,emiller@harris-rose.com
da54f267-dd13-4266-926d-53961058fe8c,John Barton,40.0,Male,India,2022-05-26,2024-02-16,3408.07,Mobile,dustin24@gmail.com
33a1d1c2-ad4a-4155-809f-cd8f739cd488,Andrea Sanders,80.0,Male,Canada,2020-07-08,2024-07-22,503.43,Unknown,millercassandra@hotmail.com
41a8a6e1-65e0-4993-bf41-1fed1e70e799,Marvin Rowland,26.0,Unknown,Canada,2020-07-09,2023-07-23,9777.35,desktop,sheilasampson@austin-jones.com
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,Victoria Gutierrez,79.0,Unknown,USA,2020-12-27,2024-07-09,406.49,Desktop,velazquezstephanie@harris-williams.info
9f982188-3744-4a64-8c24-9558f2ad985f,Christopher Thornton,18.0,Unknown,Unknown,2023-01-08,2025-03-13,9184.66,Unknown,ymartinez@gmail.com
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,Thomas Wright,37.0,Unknown,India,2022-09-16,2023-09-24,9608.91,Unknown,ojohnson@taylor-mccullough.org
d3b564b0-8be0-4c3e-9c94-938160c6b3ed,Katherine Koch,72.0,Female,UK,2020-12-17,2025-02-12,5447.02,Unknown,adamsashley@bell.com
905c053b-25fd-4cbe-bce7-1b48fba52e59,Craig Mcdaniel,53.0,Male,Unknown,2020-06-28,2023-08-05,7564.53,Mobile,millerkevin@ball-blackburn.com
6c596216-ae0f-4bc8-a36b-cb0167e98363,Brian Nelson,51.0,Male,India,2021-09-28,2024-08-10,8430.74,mobile,ffigueroa@barry-munoz.com
ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,Benjamin Delgado,21.0,Male,Germany,2020-08-04,2024-05-28,109.3,Unknown,justin57@gmail.com
d5627386-528c-4241-a345-ac72eac39204,Dale Dominguez,53.0,Unknown,Unknown,2022-08-30,2025-03-19,4397.8,desktop,jonesjessica@morris-silva.info
a2939b3b-7fa7-4d8a-bf88-ec827f99d273,John Campbell,76.0,Male,India,2022-01-16,2024-02-17,1219.48,mobile,oscott@hays-crane.info
8af58903-33b5-43ce-9fec-4623ab899605,Brandi Young,72.0,Female,Canada,2023-06-16,2024-11-02,7447.01,mobile,pattonkenneth@yahoo.com
027c013f-3801-4399-ae6a-8e2f9c19ed34,Kevin Hernandez,31.0,Male,Canada,2023-08-07,2025-02-26,1269.19,Unknown,calvinsanchez@randolph.biz
bf3df0bb-f66a-4168-b4a1-ca795718ada2,Joshua Leblanc,69.0,Female,Germany,2022-08-17,2025-04-28,1065.74,mobile,sampsonamy@richard.com
52631db9-d170-44ce-9179-7350e6256403,Jorge King,32.0,Female,Unknown,2020-09-24,2025-01-30,6069.93,Unknown,joshuamorrison@hale.org
dfde2281-25fb-4f3d-866d-7002091472ad,Laura Cunningham,70.0,Female,India,2022-07-30,2023-08-06,6871.09,mobile,joe05@yahoo.com
27e969e2-c8bf-43fb-9a43-1f7a41c30359,Benjamin Smith,74.0,Unknown,Canada,2021-04-21,2023-07-23,9066.2,mobile,gerald93@gmail.com
4b5ca436-953c-478e-a106-7a8cd7a3283c,Kevin Palmer,26.0,Unknown,USA,2023-02-20,2025-01-24,1493.61,Mobile,chelseagarcia@west.com
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,Joseph Morse,62.0,Unknown,Germany,2023-07-19,2024-05-17,6993.38,Desktop,smithcynthia@nelson.info
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,,55.0,Female,Unknown,2021-10-17,2025-02-23,678.1,mobile,leonard15@rogers.com
4cea2df0-0a66-4c4e-a168-1081399f8a8f,Jon Richardson,32.0,Male,Canada,2020-08-27,2023-10-11,3578.8,mobile,terrencehunter@brown.com
72d6bc20-d80d-4a1c-8247-2fd603e9ba02,Richard Adams,27.0,Unknown,India,2023-10-24,2024-07-22,6331.69,Unknown,lcarter@jennings-thompson.com
ccf719ab-2922-4bd8-9ca5-b35354a1d505,Michael Norman,49.0,Unknown,India,2023-02-08,2023-06-24,1861.89,mobile,christinematthews@yahoo.com
75f2bc20-a7f5-495c-9e62-d43f261908b9,Lorraine Thomas,40.0,Unknown,Unknown,2020-06-29,2024-06-22,5357.57,mobile,mooretanya@yahoo.com
